serial,GPS_date_YYYY-MM-DD,GPS_utc_HH:MM:SS,GPS_YYYY-MM-DD_HH:MM:SS,lat,lon,hdop,fix,cog,speed,alt,data_voltage,solar_charge,solar_current,nsats,vdop,geo,activity,inactivity,temperature,time_to_fix
89460800120113346751,2022-02-13,18:29:16,2022-02-13 18:29:16,0.0,0.0,0.0,0,0,0.0,0.0,3.74,6.25,1.0,0,0.0,,2657,,21.0,0
89460800120113346751,2022-02-13,17:29:00,2022-02-13 17:29:00,0.0,0.0,0.0,0,0,0.0,0.0,3.74,1.82,0.0,0,0.0,,907,,23.0,0
89460800120113346751,2022-02-13,16:28:43,2022-02-13 16:28:43,0.0,0.0,0.0,0,0,0.0,0.0,3.74,3.55,0.0,0,0.0,,1879,,33.0,0
89460800120113346751,2022-02-13,15:28:27,2022-02-13 15:28:27,0.0,0.0,0.0,0,0,0.0,0.0,3.74,2.68,0.0,0,0.0,,1543,,23.0,0
89460800120113346751,2022-02-13,14:28:10,2022-02-13 14:28:10,0.0,0.0,0.0,0,0,0.0,0.0,3.74,0.07,0.0,0,0.0,,203,,30.0,0
89460800120113346751,2022-02-13,01:33:14,2022-02-13 01:33:14,0.0,0.0,0.0,0,0,0.0,0.0,3.74,0.02,0.0,0,0.0,,231,,33.0,0
89460800120113346751,2022-02-13,00:32:58,2022-02-13 00:32:58,0.0,0.0,0.0,0,0,0.0,0.0,3.74,3.12,0.0,0,0.0,,6489,,28.0,0
89460800120113346751,2022-02-12,23:32:41,2022-02-12 23:32:41,0.0,0.0,0.0,0,0,0.0,0.0,3.74,2.71,0.0,0,0.0,,4833,,21.0,0
89460800120113346751,2022-02-12,22:32:24,2022-02-12 22:32:24,0.0,0.0,0.0,0,0,0.0,0.0,3.74,5.24,0.0,0,0.0,,3923,,23.0,0
89460800120113346751,2022-02-12,21:32:08,2022-02-12 21:32:08,0.0,0.0,0.0,0,0,0.0,0.0,3.74,3.03,0.0,0,0.0,,2563,,28.0,0
89460800120113346751,2022-02-12,20:31:52,2022-02-12 20:31:52,0.0,0.0,0.0,0,0,0.0,0.0,3.73,6.25,0.0,0,0.0,,1750,,17.0,0
89460800120113346751,2022-02-12,19:31:35,2022-02-12 19:31:35,0.0,0.0,0.0,0,0,0.0,0.0,3.73,3.08,0.0,0,0.0,,2033,,25.0,0
89460800120113346751,2022-02-12,18:31:28,2022-02-12 18:31:28,0.0,0.0,0.0,0,0,0.0,0.0,3.75,5.65,0.0,0,0.0,,2369,,26.0,0
89460800120113346751,2022-02-12,17:31:12,2022-02-12 17:31:12,0.0,0.0,0.0,0,0,0.0,0.0,3.74,3.24,0.0,0,0.0,,1164,,27.0,0
89460800120113346751,2022-02-12,16:30:55,2022-02-12 16:30:55,0.0,0.0,0.0,0,0,0.0,0.0,3.74,1.06,0.0,0,0.0,,8,,31.0,0
89460800120113346751,2022-02-12,15:30:39,2022-02-12 15:30:39,0.0,0.0,0.0,0,0,0.0,0.0,3.75,0.39,0.0,0,0.0,,135,,29.0,0
89460800120113346751,2022-02-12,14:30:22,2022-02-12 14:30:22,0.0,0.0,0.0,0,0,0.0,0.0,3.74,0.05,0.0,0,0.0,,65,,30.0,0
89460800120113346751,2022-02-12,01:31:25,2022-02-12 01:31:25,0.0,0.0,0.0,0,0,0.0,0.0,3.75,0.02,0.0,0,0.0,,357,,34.0,0
